"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Umbrellas",1266,"Umbrellas",126601,"Footwear and Headwear",12,283072,2018
"Umbrellas",1266,"Walking Sticks",126602,"Footwear and Headwear",12,75883,2018
"Umbrellas",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,24467,2018
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Bird Skins and Feathers",126701,"Footwear and Headwear",12,4633.999999999999,2018
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,10806,2018
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,29221,2018
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,92230.00000000001,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Curbstones",136801,"Stone And Glass",13,1575.9999999999998,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Building Stone",136802,"Stone And Glass",13,345431,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Slate",136803,"Stone And Glass",13,1751,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Milling Stones",136804,"Stone And Glass",13,5768352.999999999,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Abrasive Powder",136805,"Stone And Glass",13,11532153,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Rock Wool",136806,"Stone And Glass",13,13531187,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asphalt",136807,"Stone And Glass",13,2565,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Vegetable Fiber",136808,"Stone And Glass",13,34623.00000000001,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Plaster Articles",136809,"Stone And Glass",13,784695,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Cement Articles",136810,"Stone And Glass",13,7150672,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,62228,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Friction Material",136813,"Stone And Glass",13,750487,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Mica",136814,"Stone And Glass",13,31594,2018
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Other Stone Articles",136815,"Stone And Glass",13,3018155,2018
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,7126303,2018
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,1262610,2018
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,59823,2018
"Ceramic products",1369,"Ceramic Pipes",136906,"Stone And Glass",13,8107.000000000001,2018
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,3091542,2018
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,3304562,2018
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,2586044,2018
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,1983918,2018
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,164951,2018
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,1792044,2018
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,164477,2018
"Glass and glassware",1370,"Glass Scraps",137001,"Stone And Glass",13,5222,2018
"Glass and glassware",1370,"Glass Balls",137002,"Stone And Glass",13,3525908.9999999995,2018
"Glass and glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,606895,2018
"Glass and glassware",1370,"Blown Glass",137004,"Stone And Glass",13,14520,2018
"Glass and glassware",1370,"Float Glass",137005,"Stone And Glass",13,3629585,2018
"Glass and glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,527595,2018
"Glass and glassware",1370,"Safety Glass",137007,"Stone And Glass",13,5636259,2018
"Glass and glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,267613,2018
"Glass and glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,1858490,2018
"Glass and glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,2256381,2018
"Glass and glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,5813,2018
"Glass and glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,5651010,2018
"Glass and glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,69867,2018
"Glass and glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,2488,2018
"Glass and glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,171081.99999999997,2018
"Glass and glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,4166767.9999999995,2018
"Glass and glassware",1370,"Glass Beads",137018,"Stone And Glass",13,351239,2018
"Glass and glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,2370678,2018
"Glass and glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,498561.99999999994,2018
"Precious metals, gems and jewelry",1471,"Pearls",147101,"Precious Metals",14,6.999999999999999,2018
"Precious metals, gems and jewelry",1471,"Diamonds",147102,"Precious Metals",14,26060,2018
"Precious metals, gems and jewelry",1471,"Precious Stones",147103,"Precious Metals",14,1314105,2018
"Precious metals, gems and jewelry",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,33968,2018
"Precious metals, gems and jewelry",1471,"Precious Stone Dust",147105,"Precious Metals",14,1407,2018
"Precious metals, gems and jewelry",1471,"Silver",147106,"Precious Metals",14,907177.9999999999,2018
"Precious metals, gems and jewelry",1471,"Silver Clad Metals",147107,"Precious Metals",14,64426.99999999999,2018
"Precious metals, gems and jewelry",1471,"Gold",147108,"Precious Metals",14,4724386,2018
"Precious metals, gems and jewelry",1471,"Platinum",147110,"Precious Metals",14,7647846,2018
"Precious metals, gems and jewelry",1471,"Jewellery",147113,"Precious Metals",14,7568293,2018
"Precious metals, gems and jewelry",1471,"Metal-Clad Products",147114,"Precious Metals",14,1297654,2018
"Precious metals, gems and jewelry",1471,"Other Precious Metal Products",147115,"Precious Metals",14,23146262,2018
"Precious metals, gems and jewelry",1471,"Pearl Products",147116,"Precious Metals",14,151093,2018
"Precious metals, gems and jewelry",1471,"Imitation Jewellery",147117,"Precious Metals",14,836562,2018
"Precious metals, gems and jewelry",1471,"Coin",147118,"Precious Metals",14,270854.00000000006,2018
"Iron and steel",1572,"Ferroalloys",157202,"Metals",15,1471970,2018
"Iron and steel",1572,"Scrap Iron",157204,"Metals",15,19533,2018
"Iron and steel",1572,"Iron Powder",157205,"Metals",15,105397,2018
"Iron and steel",1572,"Iron Ingots",157206,"Metals",15,104182,2018
"Iron and steel",1572,"Semi-Finished Iron",157207,"Metals",15,6906.000000000001,2018
"Iron and steel",1572,"Hot-Rolled Iron",157208,"Metals",15,297105,2018
"Iron and steel",1572,"Cold-Rolled Iron",157209,"Metals",15,91599,2018
"Iron and steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,25557018,2018
"Iron and steel",1572,"Large Flat-Rolled Iron",157211,"Metals",15,180051,2018
"Iron and steel",1572,"Large Coated Flat-Rolled Iron",157212,"Metals",15,2499008,2018
"Iron and steel",1572,"Hot-Rolled Iron Bars",157213,"Metals",15,9517.999999999998,2018
"Iron and steel",1572,"Raw Iron Bars",157214,"Metals",15,3373299,2018
"Iron and steel",1572,"Other Iron Bars",157215,"Metals",15,104235,2018
"Iron and steel",1572,"Iron Blocks",157216,"Metals",15,798781,2018
"Iron and steel",1572,"Iron Wire",157217,"Metals",15,794879,2018
"Iron and steel",1572,"Stainless Steel Ingots",157218,"Metals",15,46971,2018
"Iron and steel",1572,"Large Flat-Rolled Stainless Steel",157219,"Metals",15,1964595,2018
"Iron and steel",1572,"Flat-Rolled Stainless Steel",157220,"Metals",15,531689,2018
"Iron and steel",1572,"Hot-Rolled Stainless Steel Bars",157221,"Metals",15,6140,2018
"Iron and steel",1572,"Other Stainless Steel Bars",157222,"Metals",15,800571,2018
"Iron and steel",1572,"Stainless Steel Wire",157223,"Metals",15,223154.00000000003,2018
"Iron and steel",1572,"Steel Ingots",157224,"Metals",15,87815,2018
"Iron and steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,1580082,2018
"Iron and steel",1572,"Flat-Rolled Iron",157226,"Metals",15,189197.99999999997,2018
"Iron and steel",1572,"Steel Bars",157227,"Metals",15,478755,2018
"Iron and steel",1572,"Other Steel Bars",157228,"Metals",15,3319307,2018
"Iron and steel",1572,"Steel Wire",157229,"Metals",15,254910.00000000003,2018
"Iron or steel articles",1573,"Iron Sheet Piling",157301,"Metals",15,125574.99999999999,2018
"Iron or steel articles",1573,"Iron Railway Products",157302,"Metals",15,2418939,2018
"Iron or steel articles",1573,"Cast Iron Pipes",157303,"Metals",15,868,2018
"Iron or steel articles",1573,"Iron Pipes",157304,"Metals",15,10428871,2018
"Iron or steel articles",1573,"Other Large Iron Pipes",157305,"Metals",15,303782.00000000006,2018
"Iron or steel articles",1573,"Other Small Iron Pipes",157306,"Metals",15,6002620,2018
"Iron or steel articles",1573,"Iron Pipe Fittings",157307,"Metals",15,10060310,2018
"Iron or steel articles",1573,"Iron Structures",157308,"Metals",15,42919071,2018
"Iron or steel articles",1573,"Large Iron Containers",157309,"Metals",15,2551448,2018
"Iron or steel articles",1573,"Small Iron Containers",157310,"Metals",15,2656318,2018
"Iron or steel articles",1573,"Iron Gas Containers",157311,"Metals",15,1076127,2018
"Iron or steel articles",1573,"Stranded Iron Wire",157312,"Metals",15,8334559,2018
"Iron or steel articles",1573,"Iron Cloth",157314,"Metals",15,1358790,2018
"Iron or steel articles",1573,"Iron Chains",157315,"Metals",15,10805529,2018
"Iron or steel articles",1573,"Iron Anchors",157316,"Metals",15,10043,2018
"Iron or steel articles",1573,"Iron Nails",157317,"Metals",15,583290.9999999999,2018
"Iron or steel articles",1573,"Iron Fasteners",157318,"Metals",15,27351556,2018
"Iron or steel articles",1573,"Iron Sewing Needles",157319,"Metals",15,18633,2018
"Iron or steel articles",1573,"Iron Springs",157320,"Metals",15,9462934,2018
"Iron or steel articles",1573,"Iron Stovetops",157321,"Metals",15,12657429,2018
"Iron or steel articles",1573,"Iron Radiators",157322,"Metals",15,424882,2018
"Iron or steel articles",1573,"Iron Housewares",157323,"Metals",15,3432146,2018
"Iron or steel articles",1573,"Iron Toiletry",157324,"Metals",15,4023875,2018
"Iron or steel articles",1573,"Other Cast Iron Products",157325,"Metals",15,1952512,2018
"Iron or steel articles",1573,"Other Iron Products",157326,"Metals",15,28360625,2018
"Copper and articles thereof",1574,"Raw Copper",157402,"Metals",15,4073.0000000000005,2018
"Copper and articles thereof",1574,"Refined Copper",157403,"Metals",15,12839,2018
"Copper and articles thereof",1574,"Copper Powder",157406,"Metals",15,163616,2018
"Copper and articles thereof",1574,"Copper Bars",157407,"Metals",15,1812597,2018
"Copper and articles thereof",1574,"Copper Wire",157408,"Metals",15,2186733,2018
"Copper and articles thereof",1574,"Copper Plating",157409,"Metals",15,6426164,2018
"Copper and articles thereof",1574,"Copper Foil",157410,"Metals",15,176735,2018
"Copper and articles thereof",1574,"Copper Pipes",157411,"Metals",15,1763429,2018
"Copper and articles thereof",1574,"Copper Pipe Fittings",157412,"Metals",15,15488388,2018
"Copper and articles thereof",1574,"Stranded Copper Wire",157413,"Metals",15,466796,2018
"Copper and articles thereof",1574,"Copper Fasteners",157415,"Metals",15,382712,2018
"Copper and articles thereof",1574,"Copper Housewares",157418,"Metals",15,306707,2018
"Copper and articles thereof",1574,"Other Copper Products",157419,"Metals",15,4985119,2018
"Nickel and articles thereof",1575,"Nickel Mattes",157501,"Metals",15,4400,2018
"Nickel and articles thereof",1575,"Raw Nickel",157502,"Metals",15,52269,2018
"Nickel and articles thereof",1575,"Nickel Powder",157504,"Metals",15,101984,2018
"Nickel and articles thereof",1575,"Nickel Bars",157505,"Metals",15,441619,2018
"Nickel and articles thereof",1575,"Nickel Sheets",157506,"Metals",15,517834,2018
"Nickel and articles thereof",1575,"Nickel Pipes",157507,"Metals",15,160873,2018
"Nickel and articles thereof",1575,"Other Nickel Products",157508,"Metals",15,272700,2018
"Aluminium and articles thereof",1576,"Scrap Aluminium",157602,"Metals",15,2546.9999999999995,2018
"Aluminium and articles thereof",1576,"Aluminium Powder",157603,"Metals",15,333977,2018
"Aluminium and articles thereof",1576,"Aluminium Bars",157604,"Metals",15,3405934,2018
"Aluminium and articles thereof",1576,"Aluminium Wire",157605,"Metals",15,13942,2018
"Aluminium and articles thereof",1576,"Aluminium Plating",157606,"Metals",15,18746559.000000004,2018
"Aluminium and articles thereof",1576,"Aluminium Foil",157607,"Metals",15,10374139,2018
"Aluminium and articles thereof",1576,"Aluminium Pipes",157608,"Metals",15,491538.00000000006,2018
"Aluminium and articles thereof",1576,"Aluminium Pipe Fittings",157609,"Metals",15,864565,2018
"Aluminium and articles thereof",1576,"Aluminium Structures",157610,"Metals",15,9832206,2018
"Aluminium and articles thereof",1576,"Large Aluminium Containers",157611,"Metals",15,38814,2018
"Aluminium and articles thereof",1576,"Aluminium Cans",157612,"Metals",15,1286275,2018
"Aluminium and articles thereof",1576,"Aluminium Gas Containers",157613,"Metals",15,689434,2018
"Aluminium and articles thereof",1576,"Stranded Aluminium Wire",157614,"Metals",15,10858,2018
"Aluminium and articles thereof",1576,"Aluminium Housewares",157615,"Metals",15,3842401,2018
"Aluminium and articles thereof",1576,"Other Aluminium Products",157616,"Metals",15,7297013,2018
"Lead and articles thereof",1578,"Lead Sheets",157804,"Metals",15,605566,2018
"Lead and articles thereof",1578,"Other Lead Products",157806,"Metals",15,401181.99999999994,2018
"Zinc and articles thereof",1579,"Raw Zinc",157901,"Metals",15,121817,2018
"Zinc and articles thereof",1579,"Zinc Powder",157903,"Metals",15,7588,2018
"Zinc and articles thereof",1579,"Zinc Bars",157904,"Metals",15,55985,2018
"Zinc and articles thereof",1579,"Zinc Sheets",157905,"Metals",15,370085,2018
"Zinc and articles thereof",1579,"Other Zinc Products",157907,"Metals",15,313244,2018
"Tin; articles thereof",1580,"Tin Bars",158003,"Metals",15,21416.999999999996,2018
"Tin; articles thereof",1580,"Other Tin Products",158007,"Metals",15,14865,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Tungsten",158101,"Metals",15,273914,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Molybdenum",158102,"Metals",15,6921,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Tantalum",158103,"Metals",15,96279.99999999999,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Magnesium",158104,"Metals",15,3062.9999999999995,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Cobalt",158105,"Metals",15,445047,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Cadmium",158107,"Metals",15,643,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Titanium",158108,"Metals",15,2180878,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Zirconium",158109,"Metals",15,5749,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Antimony",158110,"Metals",15,3786,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Other Metals",158112,"Metals",15,277036,2018
"Metals; n.e.s., cermets and articles thereof",1581,"Cermets",158113,"Metals",15,1799026,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Garden Tools",158201,"Metals",15,784024,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Hand Saws",158202,"Metals",15,6025036,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Hand Tools",158203,"Metals",15,7035346,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Wrenches",158204,"Metals",15,1603347,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Other Hand Tools",158205,"Metals",15,9749893,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Tool Sets",158206,"Metals",15,700983.9999999999,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Interchangeable Tool Parts",158207,"Metals",15,25240599,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cutting Blades",158208,"Metals",15,4581410,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Tool Plates",158209,"Metals",15,2187872.0000000005,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cooking Hand Tools",158210,"Metals",15,186676,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Knives",158211,"Metals",15,3897850,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Razor Blades",158212,"Metals",15,2065630,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Scissors",158213,"Metals",15,414533,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Other Cutlery",158214,"Metals",15,485378,2018
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cutlery Sets",158215,"Metals",15,189539,2018
"Metal; miscellaneous products of base metal",1583,"Padlocks",158301,"Metals",15,3581586,2018
"Metal; miscellaneous products of base metal",1583,"Metal Mountings",158302,"Metals",15,32300381,2018
"Metal; miscellaneous products of base metal",1583,"Safes",158303,"Metals",15,127059,2018
"Metal; miscellaneous products of base metal",1583,"Filing Cabinets",158304,"Metals",15,2888,2018
"Metal; miscellaneous products of base metal",1583,"Metal Office Supplies",158305,"Metals",15,295006,2018
"Metal; miscellaneous products of base metal",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,244613.99999999997,2018
"Metal; miscellaneous products of base metal",1583,"Flexible Metal Tubing",158307,"Metals",15,1668101,2018
"Metal; miscellaneous products of base metal",1583,"Other Metal Fasteners",158308,"Metals",15,374899,2018
"Metal; miscellaneous products of base metal",1583,"Metal Stoppers",158309,"Metals",15,1654635,2018
"Metal; miscellaneous products of base metal",1583,"Metal Signs",158310,"Metals",15,649682,2018
"Metal; miscellaneous products of base metal",1583,"Coated Metal Soldering Products",158311,"Metals",15,845568,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Steam Boilers",168402,"Machines",16,613113,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Central Heating Boilers",168403,"Machines",16,1726239,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Boiler Plants",168404,"Machines",16,702982.9999999999,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Water and Gas Generators",168405,"Machines",16,7656,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Steam Turbines",168406,"Machines",16,4756596,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Spark-Ignition Engines",168407,"Machines",16,7145457.000000001,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Combustion Engines",168408,"Machines",16,69639214,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Engine Parts",168409,"Machines",16,33610400,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Hydraulic Turbines",168410,"Machines",16,209104,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Gas Turbines",168411,"Machines",16,68306274,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Engines",168412,"Machines",16,35941376,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Pumps",168413,"Machines",16,86976487,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Air Pumps",168414,"Machines",16,100119141,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Air Conditioners",168415,"Machines",16,16803768,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Fuel Furnaces",168416,"Machines",16,3038253,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Furnaces",168417,"Machines",16,969076,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Refrigerators",168418,"Machines",16,27013811,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Heating Machinery",168419,"Machines",16,73409793,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Rolling Machines",168420,"Machines",16,778034,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Centrifuges",168421,"Machines",16,106711658,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Washing and Bottling Machines",168422,"Machines",16,163275796,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Scales",168423,"Machines",16,4547176,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Dispersing Machines",168424,"Machines",16,22224108,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Pulley Systems",168425,"Machines",16,11293280,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Cranes",168426,"Machines",16,23101629,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Fork-Lifts",168427,"Machines",16,35078454,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Lifting Machinery",168428,"Machines",16,102303541,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Large Construction Vehicles",168429,"Machines",16,94739619,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Construction Vehicles",168430,"Machines",16,33733200,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Excavation Machinery",168431,"Machines",16,106911444,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Soil Preparation Machinery",168432,"Machines",16,16311508,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Harvesting Machinery",168433,"Machines",16,124232319,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Dairy Machinery",168434,"Machines",16,3392929,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Fruit Pressing Machinery",168435,"Machines",16,1955186,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Agricultural Machinery",168436,"Machines",16,4891576,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Mill Machinery",168437,"Machines",16,978718,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,45062762,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Papermaking Machines",168439,"Machines",16,14536183,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Book-binding Machines",168440,"Machines",16,2425174,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Paper Machinery",168441,"Machines",16,23030489,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Print Production Machinery",168442,"Machines",16,1574086,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Printers",168443,"Machines",16,27511610,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Artificial Textile Machinery",168444,"Machines",16,553683,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Textile Fiber Machinery",168445,"Machines",16,969.0000000000001,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Knitting Machines",168447,"Machines",16,559880,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Knitting Machine Accessories",168448,"Machines",16,511556,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Felt Machinery",168449,"Machines",16,130423,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Household Washing Machines",168450,"Machines",16,43182061,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Textile Processing Machines",168451,"Machines",16,19407156,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Sewing Machines",168452,"Machines",16,591848,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Leather Machinery",168453,"Machines",16,832050,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Casting Machines",168454,"Machines",16,606761,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal-Rolling Mills",168455,"Machines",16,644029,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,3280933,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Transfer Machines",168457,"Machines",16,1839405,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal Lathes",168458,"Machines",16,3078853,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Drilling Machines",168459,"Machines",16,3450533,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal Finishing Machines",168460,"Machines",16,3569058,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Machines",168461,"Machines",16,2108503.9999999995,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Forging Machines",168462,"Machines",16,7903874,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,3800779,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Stone Working Machines",168464,"Machines",16,1146983,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Woodworking machines",168465,"Machines",16,21849674,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Machine Parts",168466,"Machines",16,12838176,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Motor-working Tools",168467,"Machines",16,26408589,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Soldering and Welding Machinery",168468,"Machines",16,867741,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Calculators",168470,"Machines",16,1219992,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Computers",168471,"Machines",16,34170237,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Office Machines",168472,"Machines",16,2967698.0000000005,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Office Machine Parts",168473,"Machines",16,26589745.999999996,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Stone Processing Machines",168474,"Machines",16,69015917,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Glass Working Machines",168475,"Machines",16,880264,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Vending Machines",168476,"Machines",16,3068526,2018
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Rubberworking Machinery",168477,"Machines",16,22333974,2018
