"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Aluminium and articles thereof",1576,"Aluminium Foil",157607,"Metals",15,9767058,2020
"Aluminium and articles thereof",1576,"Aluminium Pipes",157608,"Metals",15,335406,2020
"Aluminium and articles thereof",1576,"Aluminium Pipe Fittings",157609,"Metals",15,686078,2020
"Aluminium and articles thereof",1576,"Aluminium Structures",157610,"Metals",15,6183671,2020
"Aluminium and articles thereof",1576,"Large Aluminium Containers",157611,"Metals",15,1841.9999999999998,2020
"Aluminium and articles thereof",1576,"Aluminium Cans",157612,"Metals",15,1210528,2020
"Aluminium and articles thereof",1576,"Aluminium Gas Containers",157613,"Metals",15,60686.00000000001,2020
"Aluminium and articles thereof",1576,"Stranded Aluminium Wire",157614,"Metals",15,3717,2020
"Aluminium and articles thereof",1576,"Aluminium Housewares",157615,"Metals",15,615087,2020
"Aluminium and articles thereof",1576,"Other Aluminium Products",157616,"Metals",15,8656673,2020
"Lead and articles thereof",1578,"Lead Sheets",157804,"Metals",15,216620,2020
"Lead and articles thereof",1578,"Other Lead Products",157806,"Metals",15,83527.99999999999,2020
"Zinc and articles thereof",1579,"Zinc Powder",157903,"Metals",15,3090,2020
"Zinc and articles thereof",1579,"Zinc Bars",157904,"Metals",15,70514,2020
"Zinc and articles thereof",1579,"Zinc Sheets",157905,"Metals",15,40316,2020
"Zinc and articles thereof",1579,"Other Zinc Products",157907,"Metals",15,239332,2020
"Tin; articles thereof",1580,"Raw Tin",158001,"Metals",15,17805,2020
"Tin; articles thereof",1580,"Other Tin Products",158007,"Metals",15,12722.000000000002,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Tungsten",158101,"Metals",15,350426,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Tantalum",158103,"Metals",15,138433,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Magnesium",158104,"Metals",15,151810,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Cobalt",158105,"Metals",15,253078.99999999997,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Titanium",158108,"Metals",15,3381415,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Zirconium",158109,"Metals",15,18453,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Manganese",158111,"Metals",15,65247,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Other Metals",158112,"Metals",15,2957755,2020
"Metals; n.e.s., cermets and articles thereof",1581,"Cermets",158113,"Metals",15,1185806,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Garden Tools",158201,"Metals",15,1418015,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Hand Saws",158202,"Metals",15,6226679,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Hand Tools",158203,"Metals",15,7862093,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Wrenches",158204,"Metals",15,1862122,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Other Hand Tools",158205,"Metals",15,9272881,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Tool Sets",158206,"Metals",15,492529,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Interchangeable Tool Parts",158207,"Metals",15,24210807,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cutting Blades",158208,"Metals",15,5112561,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Tool Plates",158209,"Metals",15,1340640,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cooking Hand Tools",158210,"Metals",15,590039,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Knives",158211,"Metals",15,4603078,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Razor Blades",158212,"Metals",15,1557922,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Scissors",158213,"Metals",15,403798,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Other Cutlery",158214,"Metals",15,625578,2020
"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1582,"Cutlery Sets",158215,"Metals",15,281220,2020
"Metal; miscellaneous products of base metal",1583,"Padlocks",158301,"Metals",15,3689276,2020
"Metal; miscellaneous products of base metal",1583,"Metal Mountings",158302,"Metals",15,26360398,2020
"Metal; miscellaneous products of base metal",1583,"Safes",158303,"Metals",15,72631,2020
"Metal; miscellaneous products of base metal",1583,"Filing Cabinets",158304,"Metals",15,5178,2020
"Metal; miscellaneous products of base metal",1583,"Metal Office Supplies",158305,"Metals",15,299236,2020
"Metal; miscellaneous products of base metal",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,292126,2020
"Metal; miscellaneous products of base metal",1583,"Flexible Metal Tubing",158307,"Metals",15,1211804,2020
"Metal; miscellaneous products of base metal",1583,"Other Metal Fasteners",158308,"Metals",15,568652,2020
"Metal; miscellaneous products of base metal",1583,"Metal Stoppers",158309,"Metals",15,2707440,2020
"Metal; miscellaneous products of base metal",1583,"Metal Signs",158310,"Metals",15,356198.00000000006,2020
"Metal; miscellaneous products of base metal",1583,"Coated Metal Soldering Products",158311,"Metals",15,1083006,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Steam Boilers",168402,"Machines",16,2093645,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Central Heating Boilers",168403,"Machines",16,1065388,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Boiler Plants",168404,"Machines",16,410445.00000000006,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Water and Gas Generators",168405,"Machines",16,81753,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Steam Turbines",168406,"Machines",16,5339482,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Spark-Ignition Engines",168407,"Machines",16,6192881,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Combustion Engines",168408,"Machines",16,46297664,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Engine Parts",168409,"Machines",16,33588388,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Hydraulic Turbines",168410,"Machines",16,7621,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Gas Turbines",168411,"Machines",16,11777997,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Engines",168412,"Machines",16,28863154,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Pumps",168413,"Machines",16,94138914,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Air Pumps",168414,"Machines",16,86159346,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Air Conditioners",168415,"Machines",16,11742362,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Fuel Furnaces",168416,"Machines",16,3733658,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Furnaces",168417,"Machines",16,4502452,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Refrigerators",168418,"Machines",16,19142584,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Heating Machinery",168419,"Machines",16,71519457,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Rolling Machines",168420,"Machines",16,467477,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Centrifuges",168421,"Machines",16,103996949,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Washing and Bottling Machines",168422,"Machines",16,126475463,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Scales",168423,"Machines",16,7633326,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Liquid Dispersing Machines",168424,"Machines",16,28291294,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Pulley Systems",168425,"Machines",16,11698365,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Cranes",168426,"Machines",16,36188544,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Fork-Lifts",168427,"Machines",16,32687288,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Lifting Machinery",168428,"Machines",16,62203065,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Large Construction Vehicles",168429,"Machines",16,122777465,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Construction Vehicles",168430,"Machines",16,76502714,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Excavation Machinery",168431,"Machines",16,90724286,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Soil Preparation Machinery",168432,"Machines",16,26735646,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Harvesting Machinery",168433,"Machines",16,142873168,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Dairy Machinery",168434,"Machines",16,1237553.9999999998,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Fruit Pressing Machinery",168435,"Machines",16,1268236,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Agricultural Machinery",168436,"Machines",16,6062111,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Mill Machinery",168437,"Machines",16,1398272,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,31838048,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Papermaking Machines",168439,"Machines",16,4401566,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Book-binding Machines",168440,"Machines",16,1991507,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Paper Machinery",168441,"Machines",16,8307355,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Print Production Machinery",168442,"Machines",16,700008,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Industrial Printers",168443,"Machines",16,14366611,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Textile Fiber Machinery",168445,"Machines",16,1523665.9999999998,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Knitting Machines",168447,"Machines",16,1494713,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Knitting Machine Accessories",168448,"Machines",16,1129205,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Felt Machinery",168449,"Machines",16,1088153,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Household Washing Machines",168450,"Machines",16,44980686.99999999,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Textile Processing Machines",168451,"Machines",16,13324833,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Sewing Machines",168452,"Machines",16,680108,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Leather Machinery",168453,"Machines",16,376164,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Casting Machines",168454,"Machines",16,801939,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal-Rolling Mills",168455,"Machines",16,330676,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,2173388,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Transfer Machines",168457,"Machines",16,2188902.0000000005,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal Lathes",168458,"Machines",16,1343446,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Drilling Machines",168459,"Machines",16,2880901,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metal Finishing Machines",168460,"Machines",16,1276455,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Machines",168461,"Machines",16,1796052,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Forging Machines",168462,"Machines",16,16068717,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,845400,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Stone Working Machines",168464,"Machines",16,3263759,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Woodworking machines",168465,"Machines",16,21926532,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Metalworking Machine Parts",168466,"Machines",16,12228773,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Motor-working Tools",168467,"Machines",16,39505194,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Soldering and Welding Machinery",168468,"Machines",16,780446,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Calculators",168470,"Machines",16,620557,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Computers",168471,"Machines",16,37958305,2020
"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1684,"Other Office Machines",168472,"Machines",16,1122973,2020
